Localidades;Periodos;EmpregosFormais ;EmpregosFormaisdeHomens ;EmpregosFormaisdeMulheres ;Cód. IBGE
Santa Rita d'Oeste;2014;382;204;178;3547403
Santa Rita d'Oeste;2015;463;262;201;3547403
Santa Rita d'Oeste;2016;374;200;174;3547403
Santa Rita d'Oeste;2017;394;209;185;3547403
Santa Rita do Passa Quatro;2013;6003;3649;2354;3547502
Santa Rita do Passa Quatro;2014;5345;3025;2320;3547502
Santa Rita do Passa Quatro;2015;5186;2976;2210;3547502
Santa Rita do Passa Quatro;2016;5345;3104;2241;3547502
Santa Rita do Passa Quatro;2017;5387;3182;2205;3547502
Santa Rosa de Viterbo;2013;5172;3335;1837;3547601
Santa Rosa de Viterbo;2014;4841;3023;1818;3547601
Santa Rosa de Viterbo;2015;4468;2668;1800;3547601
Santa Rosa de Viterbo;2016;4164;2453;1711;3547601
Santa Rosa de Viterbo;2017;4364;2514;1850;3547601
Santa Salete;2013;229;122;107;3547650
Santa Salete;2014;227;119;108;3547650
Santa Salete;2015;224;117;107;3547650
Santa Salete;2016;222;126;96;3547650
Santa Salete;2017;247;144;103;3547650
Santana da Ponte Pensa;2013;277;168;109;3547205
Santana da Ponte Pensa;2014;247;152;95;3547205
Santana da Ponte Pensa;2015;229;142;87;3547205
Santana da Ponte Pensa;2016;254;157;97;3547205
Santana da Ponte Pensa;2017;237;137;100;3547205
Santana de Parnaíba;2013;63476;37973;25503;3547304
Santana de Parnaíba;2014;66771;39264;27507;3547304
Santana de Parnaíba;2015;61307;35531;25776;3547304
Santana de Parnaíba;2016;59061;35195;23866;3547304
Santana de Parnaíba;2017;56733;33730;23003;3547304
Santo Anastácio;2013;3149;1831;1318;3547700
Santo Anastácio;2014;3229;1875;1354;3547700
Santo Anastácio;2015;3407;1981;1426;3547700
Santo Anastácio;2016;3257;1896;1361;3547700
Santo Anastácio;2017;3206;1897;1309;3547700
Santo André;2013;215122;116572;98550;3547809
Santo André;2014;215750;115557;100193;3547809
Santo André;2015;207327;108629;98698;3547809
Santo André;2016;195125;101367;93758;3547809
Santo André;2017;198298;102967;95331;3547809
Santo Antônio da Alegria;2013;1042;595;447;3547908
Santo Antônio da Alegria;2014;1079;618;461;3547908
Santo Antônio da Alegria;2015;1036;618;418;3547908
Santo Antônio da Alegria;2016;1075;629;446;3547908
Santo Antônio da Alegria;2017;1105;614;491;3547908
Santo Antônio de Posse;2013;7857;4977;2880;3548005
Santo Antônio de Posse;2014;7921;5029;2892;3548005
Santo Antônio de Posse;2015;7874;4630;3244;3548005
Santo Antônio de Posse;2016;7705;4366;3339;3548005
Santo Antônio de Posse;2017;8230;4653;3577;3548005
Santo Antônio do Aracanguá;2013;3280;2235;1045;3548054
Santo Antônio do Aracanguá;2014;2159;1262;897;3548054
Santo Antônio do Aracanguá;2015;1834;1034;800;3548054
Santo Antônio do Aracanguá;2016;1766;1025;741;3548054
Santo Antônio do Aracanguá;2017;1759;1002;757;3548054
Santo Antônio do Jardim;2013;1343;818;525;3548104
Santo Antônio do Jardim;2014;1379;869;510;3548104
Santo Antônio do Jardim;2015;1330;804;526;3548104
Santo Antônio do Jardim;2016;1266;799;467;3548104
Santo Antônio do Jardim;2017;1276;791;485;3548104
Santo Antônio do Pinhal;2013;1067;526;541;3548203
Santo Antônio do Pinhal;2014;1134;566;568;3548203
Santo Antônio do Pinhal;2015;1086;537;549;3548203
Santo Antônio do Pinhal;2016;1161;581;580;3548203
Santo Antônio do Pinhal;2017;1194;604;590;3548203
Santo Expedito;2013;324;163;161;3548302
Santo Expedito;2014;348;175;173;3548302
Santo Expedito;2015;382;175;207;3548302
Santo Expedito;2016;336;162;174;3548302
Santo Expedito;2017;343;162;181;3548302
Santópolis do Aguapeí;2013;564;322;242;3548401
Santópolis do Aguapeí;2014;554;304;250;3548401
Santópolis do Aguapeí;2015;590;280;310;3548401
Santópolis do Aguapeí;2016;492;275;217;3548401
Santópolis do Aguapeí;2017;474;268;206;3548401
Santos;2013;189731;105205;84526;3548500
Santos;2014;192494;106536;85958;3548500
Santos;2015;181262;100473;80789;3548500
Santos;2016;174988;96802;78186;3548500
Santos;2017;173018;95612;77406;3548500
São Bento do Sapucaí;2013;1323;704;619;3548609
São Bento do Sapucaí;2014;1356;749;607;3548609
São Bento do Sapucaí;2015;1592;863;729;3548609
São Bento do Sapucaí;2016;1532;836;696;3548609
São Bento do Sapucaí;2017;1534;842;692;3548609
São Bernardo do Campo;2013;292028;184088;107940;3548708
São Bernardo do Campo;2014;287065;178027;109038;3548708
São Bernardo do Campo;2015;273721;164701;109020;3548708
São Bernardo do Campo;2016;252289;150966;101323;3548708
São Bernardo do Campo;2017;249142;147711;101431;3548708
São Caetano do Sul;2013;113079;64806;48273;3548807
São Caetano do Sul;2014;112826;61916;50910;3548807
São Caetano do Sul;2015;109409;59353;50056;3548807
São Caetano do Sul;2016;101509;56191;45318;3548807
São Caetano do Sul;2017;103620;55001;48619;3548807
São Carlos;2013;76892;44940;31952;3548906
São Carlos;2014;77643;45042;32601;3548906
São Carlos;2015;74746;43519;31227;3548906
São Carlos;2016;73841;42497;31344;3548906
São Carlos;2017;74097;42822;31275;3548906
São Francisco;2013;237;134;103;3549003
São Francisco;2014;228;129;99;3549003
São Francisco;2015;245;126;119;3549003
São Francisco;2016;242;114;128;3549003
São Francisco;2017;227;106;121;3549003
São João da Boa Vista;2013;25138;14697;10441;3549102
São João da Boa Vista;2014;24876;14481;10395;3549102
São João da Boa Vista;2015;24235;13827;10408;3549102
São João da Boa Vista;2016;23904;13553;10351;3549102
São João da Boa Vista;2017;24063;13670;10393;3549102
São João das Duas Pontes;2013;240;146;94;3549201
São João das Duas Pontes;2014;244;149;95;3549201
São João das Duas Pontes;2015;269;152;117;3549201
São João das Duas Pontes;2016;274;156;118;3549201
São João das Duas Pontes;2017;271;150;121;3549201
São João de Iracema;2013;286;157;129;3549250
São João de Iracema;2014;271;144;127;3549250
São João de Iracema;2015;296;151;145;3549250
São João de Iracema;2016;282;145;137;3549250
São João de Iracema;2017;91;59;32;3549250
São João do Pau d'Alho;2013;226;120;106;3549300
São João do Pau d'Alho;2014;227;121;106;3549300
São João do Pau d'Alho;2015;233;127;106;3549300
São João do Pau d'Alho;2016;229;120;109;3549300
São João do Pau d'Alho;2017;228;119;109;3549300
São Joaquim da Barra;2013;12566;8216;4350;3549409
São Joaquim da Barra;2014;12528;8205;4323;3549409
São Joaquim da Barra;2015;12165;7895;4270;3549409
São Joaquim da Barra;2016;11457;7387;4070;3549409
São Joaquim da Barra;2017;11713;7664;4049;3549409
São José da Bela Vista;2013;792;397;395;3549508
São José da Bela Vista;2014;865;429;436;3549508
São José da Bela Vista;2015;939;454;485;3549508
São José da Bela Vista;2016;844;390;454;3549508
São José da Bela Vista;2017;827;411;416;3549508
São José do Barreiro;2013;505;304;201;3549607
São José do Barreiro;2014;512;298;214;3549607
São José do Barreiro;2015;517;305;212;3549607
São José do Barreiro;2016;502;295;207;3549607
São José do Barreiro;2017;476;275;201;3549607
São José do Rio Pardo;2013;15204;9233;5971;3549706
São José do Rio Pardo;2014;15638;9492;6146;3549706
São José do Rio Pardo;2015;15571;9484;6087;3549706
São José do Rio Pardo;2016;15112;9118;5994;3549706
São José do Rio Pardo;2017;14896;8979;5917;3549706
São José do Rio Preto;2013;140718;78207;62511;3549805
São José do Rio Preto;2014;143969;78963;65006;3549805
São José do Rio Preto;2015;138789;74690;64099;3549805
São José do Rio Preto;2016;132787;71298;61489;3549805
São José do Rio Preto;2017;136102;72881;63221;3549805
São José dos Campos;2013;211462;126880;84582;3549904
São José dos Campos;2014;209777;123653;86124;3549904
São José dos Campos;2015;201142;118770;82372;3549904
São José dos Campos;2016;192181;112939;79242;3549904
São José dos Campos;2017;187441;109639;77802;3549904
São Lourenço da Serra;2013;6726;2616;4110;3549953
São Lourenço da Serra;2014;5182;2140;3042;3549953
São Lourenço da Serra;2015;7022;2425;4597;3549953
São Lourenço da Serra;2016;8123;2473;5650;3549953
São Lourenço da Serra;2017;8304;2608;5696;3549953
São Luís do Paraitinga;2013;1606;964;642;3550001
São Luís do Paraitinga;2014;1696;1037;659;3550001
São Luís do Paraitinga;2015;1741;1071;670;3550001
São Luís do Paraitinga;2016;1727;1056;671;3550001
São Luís do Paraitinga;2017;1913;1189;724;3550001
São Manuel;2013;9239;5825;3414;3550100
São Manuel;2014;8775;5495;3280;3550100
São Manuel;2015;8551;5362;3189;3550100
São Manuel;2016;8499;5379;3120;3550100
São Manuel;2017;8526;5369;3157;3550100
São Miguel Arcanjo;2013;4600;2830;1770;3550209
São Miguel Arcanjo;2014;4492;2635;1857;3550209
São Miguel Arcanjo;2015;4424;2589;1835;3550209
São Miguel Arcanjo;2016;4393;2575;1818;3550209
São Miguel Arcanjo;2017;4316;2550;1766;3550209
São Paulo;2013;5247898;2824442;2423462;3550308
São Paulo;2014;5308401;2836022;2472379;3550308
São Paulo;2015;5126131;2717025;2409106;3550308
São Paulo;2016;4952351;2612922;2339429;3550308
São Paulo;2017;4867306;2569811;2297495;3550308
São Pedro;2013;5943;3175;2768;3550407
São Pedro;2014;6151;3206;2945;3550407
São Pedro;2015;6108;3177;2931;3550407
São Pedro;2016;6029;3111;2918;3550407
São Pedro;2017;6146;3214;2932;3550407
São Pedro do Turvo;2013;1255;809;446;3550506
São Pedro do Turvo;2014;1314;838;476;3550506
São Pedro do Turvo;2015;1344;883;461;3550506
São Pedro do Turvo;2016;1275;840;435;3550506
São Pedro do Turvo;2017;1480;1015;465;3550506
São Roque;2013;20085;9974;10111;3550605
São Roque;2014;21455;10238;11217;3550605
São Roque;2015;21622;10426;11196;3550605
São Roque;2016;20716;9870;10846;3550605
São Roque;2017;20702;9877;10825;3550605
São Sebastião;2013;19486;11881;7605;3550704
São Sebastião;2014;19873;12333;7540;3550704
São Sebastião;2015;20523;12571;7952;3550704
São Sebastião;2016;20365;12577;7788;3550704
São Sebastião;2017;20815;13064;7751;3550704
São Sebastião da Grama;2013;3127;1897;1230;3550803
São Sebastião da Grama;2014;3239;1981;1258;3550803
São Sebastião da Grama;2015;2873;1786;1087;3550803
São Sebastião da Grama;2016;3236;1947;1289;3550803
São Sebastião da Grama;2017;2872;1645;1227;3550803
São Simão;2013;3392;2121;1271;3550902
São Simão;2014;3606;2178;1428;3550902
São Simão;2015;3508;2114;1394;3550902
São Simão;2016;3338;2052;1286;3550902
São Simão;2017;3526;2201;1325;3550902
São Vicente;2013;41321;20457;20864;3551009
São Vicente;2014;41183;19799;21384;3551009
São Vicente;2015;41194;19829;21365;3551009
São Vicente;2016;36967;17941;19026;3551009
São Vicente;2017;35384;17051;18333;3551009
Sarapuí;2013;2003;1177;826;3551108
Sarapuí;2014;1931;1136;795;3551108
Sarapuí;2015;1800;1085;715;3551108
Sarapuí;2016;1792;1091;701;3551108
Sarapuí;2017;1669;990;679;3551108
Sarutaiá;2013;475;243;232;3551207
Sarutaiá;2014;453;226;227;3551207
Sarutaiá;2015;500;258;242;3551207
Sarutaiá;2016;457;228;229;3551207
Sarutaiá;2017;543;271;272;3551207
Sebastianópolis do Sul;2013;2977;2418;559;3551306
Sebastianópolis do Sul;2014;2964;2422;542;3551306
Sebastianópolis do Sul;2015;2672;2137;535;3551306
Sebastianópolis do Sul;2016;2352;1880;472;3551306
Sebastianópolis do Sul;2017;2349;1909;440;3551306
Serra Azul;2013;825;460;365;3551405
Serra Azul;2014;944;580;364;3551405
Serra Azul;2015;854;464;390;3551405
Serra Azul;2016;774;430;344;3551405
Serra Azul;2017;772;414;358;3551405
Serra Negra;2013;6497;3325;3172;3551603
Serra Negra;2014;6976;3634;3342;3551603
Serra Negra;2015;6870;3552;3318;3551603
Serra Negra;2016;6734;3475;3259;3551603
Serra Negra;2017;6675;3459;3216;3551603
Serrana;2013;7453;4904;2549;3551504
Serrana;2014;6833;4342;2491;3551504
Serrana;2015;6694;4299;2395;3551504
Serrana;2016;6817;4505;2312;3551504
Serrana;2017;7064;4631;2433;3551504
Sertãozinho;2013;47390;33342;14048;3551702
Sertãozinho;2014;45777;32035;13742;3551702
Sertãozinho;2015;42589;29103;13486;3551702
Sertãozinho;2016;40912;27931;12981;3551702
Sertãozinho;2017;39879;27157;12722;3551702
Sete Barras;2013;1717;1195;522;3551801
Sete Barras;2014;1775;1204;571;3551801
Sete Barras;2015;1780;1206;574;3551801
Sete Barras;2016;1830;1235;595;3551801
Sete Barras;2017;1780;1244;536;3551801
Severínia;2013;2378;1435;943;3551900
Severínia;2014;2291;1356;935;3551900
Severínia;2015;2028;1182;846;3551900
Severínia;2016;2222;1291;931;3551900
Severínia;2017;2204;1291;913;3551900
Silveiras;2013;709;416;293;3552007
Silveiras;2014;747;422;325;3552007
Silveiras;2015;754;431;323;3552007
Silveiras;2016;739;418;321;3552007
Silveiras;2017;819;449;370;3552007
Socorro;2013;7111;3603;3508;3552106
Socorro;2014;7439;3743;3696;3552106
Socorro;2015;7324;3685;3639;3552106
Socorro;2016;7678;3934;3744;3552106
Socorro;2017;7754;3941;3813;3552106
Sorocaba;2013;206073;121378;84695;3552205
Sorocaba;2014;211073;122122;88951;3552205
Sorocaba;2015;199745;114150;85595;3552205
Sorocaba;2016;191446;109043;82403;3552205
Sorocaba;2017;191120;107841;83279;3552205
Sud Mennucci;2013;1384;751;633;3552304
Sud Mennucci;2014;1235;684;551;3552304
Sud Mennucci;2015;1277;724;553;3552304
Sud Mennucci;2016;1261;741;520;3552304
Sud Mennucci;2017;1344;796;548;3552304
Sumaré;2013;52998;34695;18303;3552403
Sumaré;2014;54770;35707;19063;3552403
Sumaré;2015;55637;36405;19232;3552403
Sumaré;2016;54331;35599;18732;3552403
Sumaré;2017;57067;37078;19989;3552403
Suzanápolis;2013;1326;1006;320;3552551
Suzanápolis;2014;1438;1117;321;3552551
Suzanápolis;2015;1492;1168;324;3552551
Suzanápolis;2016;1503;1149;354;3552551
Suzanápolis;2017;1634;1260;374;3552551
Suzano;2013;53573;32644;20929;3552502
Suzano;2014;54368;33091;21277;3552502
Suzano;2015;54701;32463;22238;3552502
Suzano;2016;53706;31596;22110;3552502
Suzano;2017;56357;33041;23316;3552502
Tabapuã;2013;2332;1350;982;3552601
Tabapuã;2014;2376;1405;971;3552601
Tabapuã;2015;2248;1344;904;3552601
Tabapuã;2016;1908;1106;802;3552601
Tabapuã;2017;1960;1121;839;3552601
Tabatinga;2013;3800;1998;1802;3552700
Tabatinga;2014;3550;1757;1793;3552700
Tabatinga;2015;3164;1587;1577;3552700
Tabatinga;2016;2883;1354;1529;3552700
Tabatinga;2017;3703;2015;1688;3552700
Taboão da Serra;2013;62184;35742;26442;3552809
Taboão da Serra;2014;61780;34623;27157;3552809
Taboão da Serra;2015;62382;34271;28111;3552809
Taboão da Serra;2016;60655;32588;28067;3552809
Taboão da Serra;2017;59267;31377;27890;3552809
Taciba;2013;847;437;410;3552908
Taciba;2014;839;458;381;3552908
Taciba;2015;815;445;370;3552908
Taciba;2016;754;394;360;3552908
Taciba;2017;828;442;386;3552908
Taguaí;2013;4401;2005;2396;3553005
Taguaí;2014;4640;2133;2507;3553005
Taguaí;2015;4242;1992;2250;3553005
Taguaí;2016;4584;2130;2454;3553005
Taguaí;2017;4554;2168;2386;3553005
Taiaçu;2013;630;367;263;3553104
Taiaçu;2014;628;361;267;3553104
Taiaçu;2015;600;347;253;3553104
Taiaçu;2016;580;322;258;3553104
Taiaçu;2017;637;366;271;3553104
Taiúva;2013;789;472;317;3553203
Taiúva;2014;748;439;309;3553203
Taiúva;2015;743;416;327;3553203
Taiúva;2016;768;435;333;3553203
Taiúva;2017;749;422;327;3553203
Tambaú;2013;6317;4046;2271;3553302
Tambaú;2014;6747;4234;2513;3553302
Tambaú;2015;6736;4278;2458;3553302
Tambaú;2016;5995;3803;2192;3553302
Tambaú;2017;5566;3532;2034;3553302
Tanabi;2013;5141;3291;1850;3553401
Tanabi;2014;5325;3279;2046;3553401
Tanabi;2015;5463;3523;1940;3553401
Tanabi;2016;5149;3194;1955;3553401
Tanabi;2017;5248;3291;1957;3553401
Tapiraí;2013;1154;686;468;3553500
Tapiraí;2014;1194;708;486;3553500
Tapiraí;2015;1184;689;495;3553500
Tapiraí;2016;1167;668;499;3553500
Tapiraí;2017;1165;694;471;3553500
Tapiratiba;2013;2811;1949;862;3553609
Tapiratiba;2014;2929;2022;907;3553609
Tapiratiba;2015;3135;2201;934;3553609
Tapiratiba;2016;3214;2210;1004;3553609
Tapiratiba;2017;3214;2191;1023;3553609
Taquaral;2013;500;292;208;3553658
Taquaral;2014;556;323;233;3553658
Taquaral;2015;563;331;232;3553658
Taquaral;2016;534;302;232;3553658
Taquaral;2017;520;295;225;3553658
Taquaritinga;2013;10851;6026;4825;3553708
Taquaritinga;2014;11095;6242;4853;3553708
Taquaritinga;2015;10759;5905;4854;3553708
Taquaritinga;2016;10732;5964;4768;3553708
Taquaritinga;2017;10923;6180;4743;3553708
Taquarituba;2013;4957;2889;2068;3553807
Taquarituba;2014;4864;2772;2092;3553807
Taquarituba;2015;4831;2830;2001;3553807
Taquarituba;2016;4760;2754;2006;3553807
Taquarituba;2017;4764;2740;2024;3553807
Taquarivaí;2013;1499;991;508;3553856
Taquarivaí;2014;1413;922;491;3553856
Taquarivaí;2015;1412;933;479;3553856
Taquarivaí;2016;1261;812;449;3553856
Taquarivaí;2017;1240;801;439;3553856
Tarabai;2013;827;471;356;3553906
Tarabai;2014;879;468;411;3553906
Tarabai;2015;918;511;407;3553906
Tarabai;2016;959;548;411;3553906
Tarabai;2017;963;528;435;3553906
Tarumã;2013;6526;4935;1591;3553955
Tarumã;2014;6077;4444;1633;3553955
Tarumã;2015;5467;3867;1600;3553955
Tarumã;2016;5279;3764;1515;3553955
Tarumã;2017;5530;3924;1606;3553955
Tatuí;2013;32191;19178;13013;3554003
Tatuí;2014;31041;18351;12690;3554003
Tatuí;2015;30074;17735;12339;3554003
Tatuí;2016;28719;16716;12003;3554003
Tatuí;2017;28446;16503;11943;3554003
Taubaté;2013;88504;53016;35488;3554102
Taubaté;2014;84964;48868;36096;3554102
Taubaté;2015;82146;47183;34963;3554102
Taubaté;2016;78419;44349;34070;3554102
Taubaté;2017;79269;45592;33677;3554102
Tejupá;2013;710;412;298;3554201
Tejupá;2014;760;440;320;3554201
Tejupá;2015;819;479;340;3554201
Tejupá;2016;803;498;305;3554201
Tejupá;2017;857;502;355;3554201
Teodoro Sampaio;2013;4703;3077;1626;3554300
Teodoro Sampaio;2014;4162;2519;1643;3554300
Teodoro Sampaio;2015;3841;2246;1595;3554300
Teodoro Sampaio;2016;3338;1839;1499;3554300
Teodoro Sampaio;2017;3245;1738;1507;3554300
Terra Roxa;2013;1165;563;602;3554409
Terra Roxa;2014;1076;521;555;3554409
Terra Roxa;2015;1153;569;584;3554409
Terra Roxa;2016;1185;582;603;3554409
Terra Roxa;2017;1196;587;609;3554409
Tietê;2013;14421;8775;5646;3554508
Tietê;2014;14942;9131;5811;3554508
Tietê;2015;14527;8822;5705;3554508
Tietê;2016;14122;8493;5629;3554508
Tietê;2017;14090;8353;5737;3554508
Timburi;2013;405;273;132;3554607
Timburi;2014;378;243;135;3554607
Timburi;2015;389;262;127;3554607
Timburi;2016;391;268;123;3554607
Timburi;2017;399;263;136;3554607
Torre de Pedra;2013;232;118;114;3554656
Torre de Pedra;2014;238;121;117;3554656
Torre de Pedra;2015;250;124;126;3554656
Torre de Pedra;2016;242;124;118;3554656
Torre de Pedra;2017;247;126;121;3554656
Torrinha;2013;1913;1179;734;3554706
Torrinha;2014;2006;1240;766;3554706
Torrinha;2015;2078;1318;760;3554706
Torrinha;2016;1969;1250;719;3554706
Torrinha;2017;2097;1359;738;3554706
Trabiju;2013;361;196;165;3554755
Trabiju;2014;447;211;236;3554755
Trabiju;2015;425;215;210;3554755
Trabiju;2016;418;220;198;3554755
Trabiju;2017;402;231;171;3554755
Tremembé;2013;4769;2763;2006;3554805
Tremembé;2014;4679;2805;1874;3554805
Tremembé;2015;4475;2680;1795;3554805
Tremembé;2016;4300;2476;1824;3554805
Tremembé;2017;4576;2545;2031;3554805
Três Fronteiras;2013;612;378;234;3554904
Três Fronteiras;2014;592;367;225;3554904
Três Fronteiras;2015;637;407;230;3554904
Três Fronteiras;2016;707;452;255;3554904
Três Fronteiras;2017;655;425;230;3554904
Tuiuti;2013;641;403;238;3554953
Tuiuti;2014;602;349;253;3554953
Tuiuti;2015;649;376;273;3554953
Tuiuti;2016;657;371;286;3554953
Tuiuti;2017;680;385;295;3554953
Tupã;2013;16176;8821;7355;3555000
Tupã;2014;16869;9137;7732;3555000
Tupã;2015;16449;8913;7536;3555000
Tupã;2016;15940;8509;7431;3555000
Tupã;2017;16282;8759;7523;3555000
Tupi Paulista;2013;2337;1202;1135;3555109
Tupi Paulista;2014;2373;1176;1197;3555109
Tupi Paulista;2015;2436;1264;1172;3555109
Tupi Paulista;2016;2204;1134;1070;3555109
Tupi Paulista;2017;2252;1145;1107;3555109
Turiúba;2013;349;160;189;3555208
Turiúba;2014;351;168;183;3555208
Turiúba;2015;338;162;176;3555208
Turiúba;2016;309;146;163;3555208
Turiúba;2017;290;146;144;3555208
Turmalina;2013;365;185;180;3555307
Turmalina;2014;375;202;173;3555307
Turmalina;2015;353;186;167;3555307
Turmalina;2016;331;180;151;3555307
Turmalina;2017;325;180;145;3555307
Ubarana;2013;1535;1151;384;3555356
Ubarana;2014;1511;1144;367;3555356
Ubarana;2015;1486;1135;351;3555356
Ubarana;2016;1435;1055;380;3555356
Ubarana;2017;1420;1042;378;3555356
Ubatuba;2013;16219;8762;7457;3555406
Ubatuba;2014;17104;9155;7949;3555406
Ubatuba;2015;18020;9766;8254;3555406
Ubatuba;2016;18375;9991;8384;3555406
Ubatuba;2017;18470;10036;8434;3555406
Ubirajara;2013;932;565;367;3555505
Ubirajara;2014;971;574;397;3555505
Ubirajara;2015;996;584;412;3555505
Ubirajara;2016;1010;626;384;3555505
Ubirajara;2017;1120;707;413;3555505
Uchoa;2013;1379;840;539;3555604
Uchoa;2014;1301;701;600;3555604
Uchoa;2015;1163;630;533;3555604
Uchoa;2016;1232;604;628;3555604
Uchoa;2017;1459;807;652;3555604
União Paulista;2013;263;152;111;3555703
União Paulista;2014;278;158;120;3555703
União Paulista;2015;266;155;111;3555703
União Paulista;2016;274;144;130;3555703
União Paulista;2017;106;72;34;3555703
Urânia;2013;1355;789;566;3555802
Urânia;2014;1359;756;603;3555802
Urânia;2015;1236;674;562;3555802
Urânia;2016;1170;632;538;3555802
Urânia;2017;1201;657;544;3555802
Uru;2013;282;179;103;3555901
Uru;2014;278;175;103;3555901
Uru;2015;275;174;101;3555901
Uru;2016;299;187;112;3555901
Uru;2017;304;187;117;3555901
Urupês;2013;2683;1348;1335;3556008
Urupês;2014;2725;1349;1376;3556008
Urupês;2015;2596;1342;1254;3556008
Urupês;2016;2366;1226;1140;3556008
Urupês;2017;2505;1279;1226;3556008
Valentim Gentil;2013;3541;2123;1418;3556107
Valentim Gentil;2014;3640;2167;1473;3556107
Valentim Gentil;2015;3861;2600;1261;3556107
Valentim Gentil;2016;3303;2153;1150;3556107
Valentim Gentil;2017;3190;2008;1182;3556107
Valinhos;2013;42746;25330;17416;3556206
Valinhos;2014;43169;25133;18036;3556206
Valinhos;2015;44223;25389;18834;3556206
Valinhos;2016;43690;24520;19170;3556206
Valinhos;2017;45013;24743;20270;3556206
Valparaíso;2013;5637;3818;1819;3556305
Valparaíso;2014;5523;3783;1740;3556305
Valparaíso;2015;5755;4015;1740;3556305
Valparaíso;2016;5318;3676;1642;3556305
Valparaíso;2017;5733;4051;1682;3556305
Vargem;2013;1038;585;453;3556354
Vargem;2014;995;586;409;3556354
Vargem;2015;941;548;393;3556354
Vargem;2016;913;520;393;3556354
Vargem;2017;921;522;399;3556354
Vargem Grande do Sul;2013;8321;5000;3321;3556404
Vargem Grande do Sul;2014;8263;4986;3277;3556404
Vargem Grande do Sul;2015;7692;4584;3108;3556404
Vargem Grande do Sul;2016;7366;4408;2958;3556404
Vargem Grande do Sul;2017;7497;4522;2975;3556404
Vargem Grande Paulista;2013;11427;7176;4251;3556453
Vargem Grande Paulista;2014;11008;6627;4381;3556453
Vargem Grande Paulista;2015;13650;9103;4547;3556453
Vargem Grande Paulista;2016;10743;6423;4320;3556453
Vargem Grande Paulista;2017;11125;6726;4399;3556453
Várzea Paulista;2013;17809;11248;6561;3556503
Várzea Paulista;2014;18151;11315;6836;3556503
Várzea Paulista;2015;17136;10420;6716;3556503
Várzea Paulista;2016;16631;9985;6646;3556503
Várzea Paulista;2017;16851;10158;6693;3556503
Vera Cruz;2013;1254;754;500;3556602
Vera Cruz;2014;1272;758;514;3556602
Vera Cruz;2015;1297;772;525;3556602
Vera Cruz;2016;1213;761;452;3556602
Vera Cruz;2017;1209;728;481;3556602
Vinhedo;2013;37419;20735;16684;3556701
Vinhedo;2014;38950;21966;16984;3556701
Vinhedo;2015;36210;20505;15705;3556701
Vinhedo;2016;35172;20928;14244;3556701
Vinhedo;2017;34648;20824;13824;3556701
Viradouro;2013;3130;1274;1856;3556800
Viradouro;2014;3021;1264;1757;3556800
Viradouro;2015;2767;1197;1570;3556800
Viradouro;2016;2699;1145;1554;3556800
Viradouro;2017;3136;1385;1751;3556800
Vista Alegre do Alto;2013;3528;2692;836;3556909
Vista Alegre do Alto;2014;1773;1055;718;3556909
Vista Alegre do Alto;2015;3578;2721;857;3556909
Vista Alegre do Alto;2016;3344;2585;759;3556909
Vista Alegre do Alto;2017;3382;2574;808;3556909
Vitória Brasil;2013;186;96;90;3556958
Vitória Brasil;2014;238;137;101;3556958
Vitória Brasil;2015;217;124;93;3556958
Vitória Brasil;2016;222;127;95;3556958
Vitória Brasil;2017;206;116;90;3556958
Votorantim;2013;19335;10850;8485;3557006
Votorantim;2014;19244;10724;8520;3557006
Votorantim;2015;19468;10681;8787;3557006
Votorantim;2016;18531;10003;8528;3557006
Votorantim;2017;18485;9894;8591;3557006
Votuporanga;2013;25048;13136;11912;3557105
Votuporanga;2014;25647;13538;12109;3557105
Votuporanga;2015;24765;13160;11605;3557105
Votuporanga;2016;23958;12725;11233;3557105
Votuporanga;2017;26835;14325;12510;3557105
Zacarias;2013;656;407;249;3557154
Zacarias;2014;594;385;209;3557154
Zacarias;2015;601;390;211;3557154
Zacarias;2016;576;388;188;3557154
Zacarias;2017;596;400;196;3557154
